CurrentLevel,WaveNumber,CurrentLives,CoverageByTower,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,processing_date,target_hp,target_speed
2.0,5.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.896,1.905
2.0,6.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.99,1.984
2.0,6.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.99,1.984
2.0,7.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.087,2.067
2.0,7.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.087,2.067
2.0,8.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.188,2.151
2.0,8.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.188,2.151
2.0,9.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.293,2.237
2.0,9.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.293,2.237
2.0,10.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.401,2.325
2.0,10.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.401,2.325
3.0,1.0,11.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.056,1.13
3.0,1.0,11.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.397,1.461
3.0,2.0,11.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.469,1.528
3.0,2.0,11.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.547,1.598
3.0,3.0,11.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.626,1.669
3.0,3.0,11.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.668,1.707
3.0,4.0,11.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.753,1.781
3.0,4.0,11.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.753,1.781
3.0,5.0,11.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.841,1.858
3.0,5.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.984,1.98
3.0,6.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.082,2.062
3.0,6.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.082,2.062
3.0,7.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,2.182,2.146
3.0,7.0,11.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.236,2.19
3.0,8.0,11.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.342,2.277
3.0,8.0,11.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.342,2.277
3.0,9.0,11.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.452,2.366
3.0,9.0,11.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.452,2.366
3.0,10.0,11.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.565,2.457
3.0,10.0,11.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.565,2.457
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,0.0,5.56,,,,,,,,2025-04-12 10:37:37.539737,0.768,0.806
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,12.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.114,1.189
1.0,2.0,12.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
1.0,2.0,12.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.245,1.318
1.0,3.0,12.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.309,1.379
1.0,3.0,12.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.394,1.459
1.0,4.0,12.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.466,1.525
1.0,4.0,12.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.561,1.611
1.0,5.0,12.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.641,1.683
1.0,5.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.747,1.775
1.0,6.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.835,1.852
1.0,6.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.835,1.852
1.0,7.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.926,1.93
1.0,7.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.926,1.93
1.0,8.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,2.021,2.011
1.0,8.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,2.021,2.011
1.0,9.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,2.12,2.094
1.0,9.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,2.12,2.094
1.0,10.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,2.222,2.178
1.0,10.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,2.222,2.178
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,10.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.483,1.54
2.0,2.0,10.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.559,1.609
2.0,2.0,10.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.757,1.784
2.0,3.0,10.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.845,1.861
2.0,3.0,10.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.956,1.956
2.0,4.0,10.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.052,2.037
2.0,4.0,10.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.052,2.037
2.0,5.0,10.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.152,2.12
2.0,5.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.963,1.962
2.0,6.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.06,2.043
2.0,6.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.967,1.965
2.0,7.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.064,2.047
2.0,7.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.064,2.047
2.0,8.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.164,2.13
2.0,8.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.164,2.13
2.0,9.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.268,2.216
2.0,9.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.268,2.216
2.0,10.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.375,2.304
2.0,10.0,7.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,2.375,2.304
3.0,1.0,12.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.106,1.181
3.0,1.0,12.0,28.57,,,,,,,,2025-04-12 10:37:37.539737,1.357,1.423
3.0,2.0,12.0,28.57,,,,,,,,2025-04-12 10:37:37.539737,1.427,1.489
3.0,2.0,11.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.395,1.459
3.0,3.0,11.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.467,1.526
3.0,3.0,11.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.467,1.526
3.0,4.0,11.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.542,1.594
3.0,4.0,11.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.624,1.667
3.0,5.0,11.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.707,1.74
3.0,5.0,11.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,1.751,1.779
3.0,6.0,11.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,1.839,1.855
3.0,6.0,11.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,1.839,1.855
3.0,7.0,11.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,1.931,1.934
3.0,7.0,11.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,1.931,1.934
3.0,8.0,11.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,2.026,2.015
3.0,8.0,11.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.076,2.057
3.0,9.0,11.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.177,2.141
3.0,9.0,10.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.08,2.06
3.0,10.0,10.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.181,2.144
3.0,10.0,10.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,2.288,2.233
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,10.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.221,1.294
4.0,2.0,10.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.284,1.354
4.0,2.0,10.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.354,1.421
4.0,3.0,10.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.424,1.486
4.0,3.0,10.0,35.19,,,,,,,,2025-04-12 10:37:37.539737,1.564,1.614
4.0,4.0,10.0,35.19,,,,,,,,2025-04-12 10:37:37.539737,1.644,1.685
4.0,4.0,10.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,1.666,1.705
4.0,5.0,10.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,1.751,1.779
4.0,5.0,6.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,1.445,1.506
4.0,6.0,6.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,1.52,1.574
4.0,6.0,6.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,1.52,1.574
4.0,7.0,6.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,1.598,1.644
4.0,7.0,5.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,1.543,1.595
4.0,8.0,5.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,1.623,1.666
4.0,8.0,5.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,1.623,1.666
4.0,9.0,5.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,1.705,1.739
4.0,9.0,5.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,1.705,1.739
4.0,10.0,5.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,1.792,1.814
4.0,10.0,4.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,1.709,1.742
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,0.0,17.39,,,,,,,,2025-04-12 10:37:37.539737,0.711,0.723
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,0.0,17.39,,,,,,,,2025-04-12 10:37:37.539737,0.711,0.723
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,9.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.001,1.073
1.0,2.0,9.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.049,1.123
1.0,2.0,9.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.049,1.123
1.0,3.0,9.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.1,1.175
1.0,3.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
1.0,4.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.23,1.303
1.0,4.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.23,1.303
1.0,5.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.293,1.363
1.0,5.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.293,1.363
1.0,6.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.359,1.426
1.0,6.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.448,1.508
1.0,7.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.522,1.576
1.0,7.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.522,1.576
1.0,8.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.601,1.646
1.0,8.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.601,1.646
1.0,9.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.682,1.719
1.0,9.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.682,1.719
1.0,10.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.768,1.794
1.0,10.0,9.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.768,1.794
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,0.0,13.04,,,,,,,,2025-04-12 10:37:37.539737,0.706,0.714
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,3.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.778,0.819
1.0,2.0,3.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.804,0.85
1.0,2.0,3.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,0.84,0.895
1.0,3.0,3.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,0.874,0.933
1.0,3.0,3.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,0.874,0.933
1.0,4.0,3.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,0.91,0.975
1.0,4.0,3.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,0.989,1.06
1.0,5.0,3.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.036,1.11
1.0,5.0,3.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.036,1.11
1.0,6.0,3.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.087,1.162
1.0,6.0,3.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.087,1.162
1.0,7.0,3.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.141,1.216
1.0,7.0,3.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.253,1.325
1.0,8.0,3.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.317,1.386
1.0,8.0,3.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.317,1.386
1.0,9.0,3.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.385,1.45
1.0,9.0,3.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.385,1.45
1.0,10.0,3.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.456,1.516
1.0,10.0,3.0,91.3,,,,,,,,2025-04-12 10:37:37.539737,1.812,1.832
2.0,1.0,8.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,0.859,0.917
2.0,1.0,4.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.05,1.124
2.0,2.0,4.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.101,1.176
2.0,2.0,4.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.317,1.386
2.0,3.0,4.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.385,1.45
2.0,3.0,4.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.385,1.45
2.0,4.0,4.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.456,1.516
2.0,4.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.642,1.683
2.0,5.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.726,1.757
2.0,5.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.726,1.757
2.0,6.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.813,1.833
2.0,6.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.813,1.833
2.0,7.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.903,1.911
2.0,7.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.903,1.911
2.0,8.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.998,1.991
2.0,8.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.998,1.991
2.0,9.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.095,2.073
2.0,9.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.095,2.073
2.0,10.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.197,2.157
2.0,10.0,4.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.197,2.157
3.0,1.0,9.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,0.966,1.036
3.0,1.0,7.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.097,1.171
3.0,2.0,7.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.151,1.226
3.0,2.0,7.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,1.181,1.255
3.0,3.0,7.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,1.241,1.314
3.0,3.0,7.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,1.241,1.314
3.0,4.0,7.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,1.305,1.375
3.0,4.0,7.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.339,1.407
3.0,5.0,7.0,39.29,,,,,,,,2025-04-12 10:37:37.539737,1.408,1.472
3.0,5.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.45,1.51
3.0,6.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.525,1.578
3.0,6.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.525,1.578
3.0,7.0,6.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.603,1.649
3.0,7.0,5.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.528,1.581
3.0,8.0,5.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.606,1.652
3.0,8.0,5.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.606,1.652
3.0,9.0,5.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.688,1.724
3.0,9.0,5.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.688,1.724
3.0,10.0,5.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.774,1.799
3.0,10.0,5.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.774,1.799
4.0,1.0,10.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.099,1.174
4.0,1.0,9.0,16.67,,,,,,,,2025-04-12 10:37:37.539737,1.18,1.254
4.0,2.0,9.0,16.67,,,,,,,,2025-04-12 10:37:37.539737,1.24,1.313
4.0,2.0,9.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.273,1.345
4.0,3.0,9.0,20.37,,,,,,,,2025-04-12 10:37:37.539737,1.339,1.407
4.0,3.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.357,1.424
4.0,4.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.427,1.489
4.0,4.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.427,1.489
4.0,5.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.501,1.556
4.0,5.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.501,1.556
4.0,6.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.578,1.626
4.0,6.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.578,1.626
4.0,7.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.658,1.698
4.0,7.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.658,1.698
4.0,8.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.743,1.772
4.0,8.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.743,1.772
4.0,9.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.831,1.848
4.0,9.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.831,1.848
4.0,10.0,9.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.922,1.927
4.0,10.0,6.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.668,1.707
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,5.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,0.85,0.906
1.0,2.0,5.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,0.884,0.945
1.0,2.0,4.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,0.919,0.984
1.0,3.0,4.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,0.96,1.029
1.0,3.0,4.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,0.987,1.059
1.0,4.0,4.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.034,1.108
1.0,4.0,4.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.034,1.108
1.0,5.0,4.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.085,1.16
1.0,5.0,4.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.085,1.16
1.0,6.0,4.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.139,1.214
1.0,6.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.175,1.249
1.0,7.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.234,1.307
1.0,7.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.234,1.307
1.0,8.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.298,1.368
1.0,8.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.298,1.368
1.0,9.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.365,1.431
1.0,9.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.365,1.431
1.0,10.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.435,1.496
1.0,10.0,4.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.435,1.496
2.0,1.0,9.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,0.893,0.956
2.0,1.0,5.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,2.0,5.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.225,1.298
2.0,2.0,5.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.225,1.298
2.0,3.0,5.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.288,1.359
2.0,3.0,3.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
2.0,4.0,3.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.23,1.303
2.0,4.0,3.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.306,1.376
2.0,5.0,3.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.373,1.439
2.0,5.0,2.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.477,1.535
2.0,6.0,2.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.553,1.604
2.0,6.0,2.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.553,1.604
2.0,7.0,2.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.632,1.675
2.0,7.0,2.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.632,1.675
2.0,8.0,2.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.715,1.748
2.0,8.0,2.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.82,1.839
2.0,9.0,2.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.911,1.917
2.0,9.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.823,1.842
2.0,10.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.915,1.92
2.0,10.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.915,1.92
3.0,1.0,6.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,0.855,0.913
3.0,1.0,1.0,17.86,,,,,,,,2025-04-12 10:37:37.539737,0.79,0.834
3.0,2.0,1.0,17.86,,,,,,,,2025-04-12 10:37:37.539737,0.817,0.867
3.0,2.0,1.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,0.903,0.967
3.0,3.0,1.0,35.71,,,,,,,,2025-04-12 10:37:37.539737,0.943,1.011
3.0,3.0,1.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.011,1.084
3.0,4.0,1.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.06,1.134
3.0,4.0,1.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.114,1.189
3.0,5.0,1.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
3.0,5.0,1.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
3.0,6.0,1.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.23,1.303
3.0,6.0,1.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.23,1.303
3.0,7.0,1.0,53.57,,,,,,,,2025-04-12 10:37:37.539737,1.293,1.363
3.0,7.0,1.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.361,1.428
3.0,8.0,1.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.431,1.493
3.0,8.0,1.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.431,1.493
3.0,9.0,1.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.505,1.561
3.0,9.0,1.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.505,1.561
3.0,10.0,1.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.583,1.63
3.0,10.0,1.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,1.666,1.705
4.0,1.0,6.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,0.921,0.987
4.0,1.0,0.0,12.96,,,,,,,,2025-04-12 10:37:37.539737,0.794,0.838
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,0.0,7.41,,,,,,,,2025-04-12 10:37:37.539737,0.774,0.813
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,0.0,5.56,,,,,,,,2025-04-12 10:37:37.539737,0.768,0.806
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,0.0,11.11,,,,,,,,2025-04-12 10:37:37.539737,0.787,0.83
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,0.0,17.39,,,,,,,,2025-04-12 10:37:37.539737,0.711,0.723
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,10.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.017,1.089
1.0,2.0,10.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.066,1.14
1.0,2.0,10.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.098,1.173
